Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code,Item,Year Code,Year,Unit,Value,Flag,Flag Description
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","724","Spain","6121","Value","7005","Percentage of the population unable to afford a healthy diet (percent)","2020","2020","%","2","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","724","Spain","6132","Value","7006","Number of people unable to afford a healthy diet (million)","2017","2017","million No","0.9","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","724","Spain","6132","Value","7006","Number of people unable to afford a healthy diet (million)","2018","2018","million No","1","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","724","Spain","6132","Value","7006","Number of people unable to afford a healthy diet (million)","2019","2019","million No","0.9","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","724","Spain","6132","Value","7006","Number of people unable to afford a healthy diet (million)","2020","2020","million No","0.9","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","144","Sri Lanka","6226","Value","7004","Cost of a healthy diet (PPP dollar per person per day)","2017","2017","PPP dollar per person per day","3.702","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","144","Sri Lanka","6226","Value","7004","Cost of a healthy diet (PPP dollar per person per day)","2018","2018","PPP dollar per person per day","3.705","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","144","Sri Lanka","6226","Value","7004","Cost of a healthy diet (PPP dollar per person per day)","2019","2019","PPP dollar per person per day","3.667","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","144","Sri Lanka","6226","Value","7004","Cost of a healthy diet (PPP dollar per person per day)","2020","2020","PPP dollar per person per day","3.923","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","144","Sri Lanka","6226","Value","7007","Cost of starchy staples","2017","2017","PPP dollar per person per day","0.493","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","144","Sri Lanka","6226","Value","7008","Cost of animal source foods","2017","2017","PPP dollar per person per day","0.999","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","144","Sri Lanka","6226","Value","7009","Cost of legumes, nuts and seeds","2017","2017","PPP dollar per person per day","0.192","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","144","Sri Lanka","6226","Value","7010","Cost of vegetables","2017","2017","PPP dollar per person per day","0.799","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","144","Sri Lanka","6226","Value","7011","Cost of fruits","2017","2017","PPP dollar per person per day","0.899","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","144","Sri Lanka","6226","Value","7012","Cost of oils and fats","2017","2017","PPP dollar per person per day","0.321","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","144","Sri Lanka","6121","Value","7005","Percentage of the population unable to afford a healthy diet (percent)","2017","2017","%","52.3","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","144","Sri Lanka","6121","Value","7005","Percentage of the population unable to afford a healthy diet (percent)","2018","2018","%","48.8","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","144","Sri Lanka","6121","Value","7005","Percentage of the population unable to afford a healthy diet (percent)","2019","2019","%","45.3","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","144","Sri Lanka","6121","Value","7005","Percentage of the population unable to afford a healthy diet (percent)","2020","2020","%","49","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","144","Sri Lanka","6132","Value","7006","Number of people unable to afford a healthy diet (million)","2017","2017","million No","11.2","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","144","Sri Lanka","6132","Value","7006","Number of people unable to afford a healthy diet (million)","2018","2018","million No","10.6","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","144","Sri Lanka","6132","Value","7006","Number of people unable to afford a healthy diet (million)","2019","2019","million No","9.9","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","144","Sri Lanka","6132","Value","7006","Number of people unable to afford a healthy diet (million)","2020","2020","million No","10.7","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","729","Sudan","6226","Value","7004","Cost of a healthy diet (PPP dollar per person per day)","2017","2017","PPP dollar per person per day","3.674","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","729","Sudan","6226","Value","7004","Cost of a healthy diet (PPP dollar per person per day)","2018","2018","PPP dollar per person per day","3.921","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","729","Sudan","6226","Value","7004","Cost of a healthy diet (PPP dollar per person per day)","2019","2019","PPP dollar per person per day","4.306","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","729","Sudan","6226","Value","7004","Cost of a healthy diet (PPP dollar per person per day)","2020","2020","PPP dollar per person per day","4.308","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","729","Sudan","6226","Value","7007","Cost of starchy staples","2017","2017","PPP dollar per person per day","0.547","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","729","Sudan","6226","Value","7008","Cost of animal source foods","2017","2017","PPP dollar per person per day","1.203","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","729","Sudan","6226","Value","7009","Cost of legumes, nuts and seeds","2017","2017","PPP dollar per person per day","0.509","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","729","Sudan","6226","Value","7010","Cost of vegetables","2017","2017","PPP dollar per person per day","0.723","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","729","Sudan","6226","Value","7011","Cost of fruits","2017","2017","PPP dollar per person per day","0.48","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","729","Sudan","6226","Value","7012","Cost of oils and fats","2017","2017","PPP dollar per person per day","0.211","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","729","Sudan","6121","Value","7005","Percentage of the population unable to afford a healthy diet (percent)","2017","2017","%","86.3","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","729","Sudan","6121","Value","7005","Percentage of the population unable to afford a healthy diet (percent)","2018","2018","%","89.1","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","729","Sudan","6121","Value","7005","Percentage of the population unable to afford a healthy diet (percent)","2019","2019","%","92.1","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","729","Sudan","6121","Value","7005","Percentage of the population unable to afford a healthy diet (percent)","2020","2020","%","91.8","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","729","Sudan","6132","Value","7006","Number of people unable to afford a healthy diet (million)","2017","2017","million No","35.2","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","729","Sudan","6132","Value","7006","Number of people unable to afford a healthy diet (million)","2018","2018","million No","37.3","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","729","Sudan","6132","Value","7006","Number of people unable to afford a healthy diet (million)","2019","2019","million No","39.4","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","729","Sudan","6132","Value","7006","Number of people unable to afford a healthy diet (million)","2020","2020","million No","40.3","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","740","Suriname","6226","Value","7004","Cost of a healthy diet (PPP dollar per person per day)","2017","2017","PPP dollar per person per day","4.969","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","740","Suriname","6226","Value","7004","Cost of a healthy diet (PPP dollar per person per day)","2018","2018","PPP dollar per person per day","5.223","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","740","Suriname","6226","Value","7004","Cost of a healthy diet (PPP dollar per person per day)","2019","2019","PPP dollar per person per day","5.336","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","740","Suriname","6226","Value","7004","Cost of a healthy diet (PPP dollar per person per day)","2020","2020","PPP dollar per person per day","5.739","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","740","Suriname","6226","Value","7007","Cost of starchy staples","2017","2017","PPP dollar per person per day","0.585","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","740","Suriname","6226","Value","7008","Cost of animal source foods","2017","2017","PPP dollar per person per day","1.412","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","740","Suriname","6226","Value","7009","Cost of legumes, nuts and seeds","2017","2017","PPP dollar per person per day","0.78","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","740","Suriname","6226","Value","7010","Cost of vegetables","2017","2017","PPP dollar per person per day","1.256","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","740","Suriname","6226","Value","7011","Cost of fruits","2017","2017","PPP dollar per person per day","0.8","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","740","Suriname","6226","Value","7012","Cost of oils and fats","2017","2017","PPP dollar per person per day","0.136","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","740","Suriname","6121","Value","7005","Percentage of the population unable to afford a healthy diet (percent)","2017","2017","%","57.6","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","740","Suriname","6121","Value","7005","Percentage of the population unable to afford a healthy diet (percent)","2018","2018","%","55.5","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","740","Suriname","6121","Value","7005","Percentage of the population unable to afford a healthy diet (percent)","2019","2019","%","56.1","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","740","Suriname","6121","Value","7005","Percentage of the population unable to afford a healthy diet (percent)","2020","2020","%","58.8","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","740","Suriname","6132","Value","7006","Number of people unable to afford a healthy diet (million)","2017","2017","million No","0.3","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","740","Suriname","6132","Value","7006","Number of people unable to afford a healthy diet (million)","2018","2018","million No","0.3","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","740","Suriname","6132","Value","7006","Number of people unable to afford a healthy diet (million)","2019","2019","million No","0.3","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","740","Suriname","6132","Value","7006","Number of people unable to afford a healthy diet (million)","2020","2020","million No","0.3","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","752","Sweden","6226","Value","7004","Cost of a healthy diet (PPP dollar per person per day)","2017","2017","PPP dollar per person per day","3.086","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","752","Sweden","6226","Value","7004","Cost of a healthy diet (PPP dollar per person per day)","2018","2018","PPP dollar per person per day","3.164","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","752","Sweden","6226","Value","7004","Cost of a healthy diet (PPP dollar per person per day)","2019","2019","PPP dollar per person per day","3.154","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","752","Sweden","6226","Value","7004","Cost of a healthy diet (PPP dollar per person per day)","2020","2020","PPP dollar per person per day","3.339","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","752","Sweden","6226","Value","7007","Cost of starchy staples","2017","2017","PPP dollar per person per day","0.47","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","752","Sweden","6226","Value","7008","Cost of animal source foods","2017","2017","PPP dollar per person per day","0.644","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","752","Sweden","6226","Value","7009","Cost of legumes, nuts and seeds","2017","2017","PPP dollar per person per day","0.347","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","752","Sweden","6226","Value","7010","Cost of vegetables","2017","2017","PPP dollar per person per day","0.766","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","752","Sweden","6226","Value","7011","Cost of fruits","2017","2017","PPP dollar per person per day","0.773","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","752","Sweden","6226","Value","7012","Cost of oils and fats","2017","2017","PPP dollar per person per day","0.085","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","752","Sweden","6121","Value","7005","Percentage of the population unable to afford a healthy diet (percent)","2017","2017","%","0.5","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","752","Sweden","6121","Value","7005","Percentage of the population unable to afford a healthy diet (percent)","2018","2018","%","1.2","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","752","Sweden","6121","Value","7005","Percentage of the population unable to afford a healthy diet (percent)","2019","2019","%","0.5","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","752","Sweden","6121","Value","7005","Percentage of the population unable to afford a healthy diet (percent)","2020","2020","%","0.6","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","752","Sweden","6132","Value","7006","Number of people unable to afford a healthy diet (million)","2017","2017","million No","0.1","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","752","Sweden","6132","Value","7006","Number of people unable to afford a healthy diet (million)","2018","2018","million No","0.1","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","752","Sweden","6132","Value","7006","Number of people unable to afford a healthy diet (million)","2019","2019","million No","0.1","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","752","Sweden","6132","Value","7006","Number of people unable to afford a healthy diet (million)","2020","2020","million No","0.1","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","756","Switzerland","6226","Value","7004","Cost of a healthy diet (PPP dollar per person per day)","2017","2017","PPP dollar per person per day","2.523","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","756","Switzerland","6226","Value","7004","Cost of a healthy diet (PPP dollar per person per day)","2018","2018","PPP dollar per person per day","2.591","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","756","Switzerland","6226","Value","7004","Cost of a healthy diet (PPP dollar per person per day)","2019","2019","PPP dollar per person per day","2.563","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","756","Switzerland","6226","Value","7004","Cost of a healthy diet (PPP dollar per person per day)","2020","2020","PPP dollar per person per day","2.659","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","756","Switzerland","6226","Value","7007","Cost of starchy staples","2017","2017","PPP dollar per person per day","0.212","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","756","Switzerland","6226","Value","7008","Cost of animal source foods","2017","2017","PPP dollar per person per day","0.675","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","756","Switzerland","6226","Value","7009","Cost of legumes, nuts and seeds","2017","2017","PPP dollar per person per day","0.249","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","756","Switzerland","6226","Value","7010","Cost of vegetables","2017","2017","PPP dollar per person per day","0.743","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","756","Switzerland","6226","Value","7011","Cost of fruits","2017","2017","PPP dollar per person per day","0.577","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","756","Switzerland","6226","Value","7012","Cost of oils and fats","2017","2017","PPP dollar per person per day","0.067","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","756","Switzerland","6121","Value","7005","Percentage of the population unable to afford a healthy diet (percent)","2017","2017","%","0","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","756","Switzerland","6121","Value","7005","Percentage of the population unable to afford a healthy diet (percent)","2018","2018","%","0","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","756","Switzerland","6121","Value","7005","Percentage of the population unable to afford a healthy diet (percent)","2019","2019","%","0","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","756","Switzerland","6121","Value","7005","Percentage of the population unable to afford a healthy diet (percent)","2020","2020","%","0","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","756","Switzerland","6132","Value","7006","Number of people unable to afford a healthy diet (million)","2017","2017","million No","0","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","756","Switzerland","6132","Value","7006","Number of people unable to afford a healthy diet (million)","2018","2018","million No","0","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","756","Switzerland","6132","Value","7006","Number of people unable to afford a healthy diet (million)","2019","2019","million No","0","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","756","Switzerland","6132","Value","7006","Number of people unable to afford a healthy diet (million)","2020","2020","million No","0","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","762","Tajikistan","6226","Value","7004","Cost of a healthy diet (PPP dollar per person per day)","2017","2017","PPP dollar per person per day","3.027","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","762","Tajikistan","6226","Value","7004","Cost of a healthy diet (PPP dollar per person per day)","2018","2018","PPP dollar per person per day","3.119","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","762","Tajikistan","6226","Value","7004","Cost of a healthy diet (PPP dollar per person per day)","2019","2019","PPP dollar per person per day","3.433","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","762","Tajikistan","6226","Value","7004","Cost of a healthy diet (PPP dollar per person per day)","2020","2020","PPP dollar per person per day","3.48","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","762","Tajikistan","6226","Value","7007","Cost of starchy staples","2017","2017","PPP dollar per person per day","0.552","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","762","Tajikistan","6226","Value","7008","Cost of animal source foods","2017","2017","PPP dollar per person per day","0.823","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","762","Tajikistan","6226","Value","7009","Cost of legumes, nuts and seeds","2017","2017","PPP dollar per person per day","0.439","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","762","Tajikistan","6226","Value","7010","Cost of vegetables","2017","2017","PPP dollar per person per day","0.425","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","762","Tajikistan","6226","Value","7011","Cost of fruits","2017","2017","PPP dollar per person per day","0.628","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","762","Tajikistan","6226","Value","7012","Cost of oils and fats","2017","2017","PPP dollar per person per day","0.16","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","762","Tajikistan","6121","Value","7005","Percentage of the population unable to afford a healthy diet (percent)","2017","2017","%","42.9","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","762","Tajikistan","6121","Value","7005","Percentage of the population unable to afford a healthy diet (percent)","2018","2018","%","40.1","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","762","Tajikistan","6121","Value","7005","Percentage of the population unable to afford a healthy diet (percent)","2019","2019","%","42","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","762","Tajikistan","6121","Value","7005","Percentage of the population unable to afford a healthy diet (percent)","2020","2020","%","42.1","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","762","Tajikistan","6132","Value","7006","Number of people unable to afford a healthy diet (million)","2017","2017","million No","3.8","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","762","Tajikistan","6132","Value","7006","Number of people unable to afford a healthy diet (million)","2018","2018","million No","3.6","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","762","Tajikistan","6132","Value","7006","Number of people unable to afford a healthy diet (million)","2019","2019","million No","3.9","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","762","Tajikistan","6132","Value","7006","Number of people unable to afford a healthy diet (million)","2020","2020","million No","4","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","764","Thailand","6226","Value","7004","Cost of a healthy diet (PPP dollar per person per day)","2017","2017","PPP dollar per person per day","3.971","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","764","Thailand","6226","Value","7004","Cost of a healthy diet (PPP dollar per person per day)","2018","2018","PPP dollar per person per day","4.042","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","764","Thailand","6226","Value","7004","Cost of a healthy diet (PPP dollar per person per day)","2019","2019","PPP dollar per person per day","4.181","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","764","Thailand","6226","Value","7004","Cost of a healthy diet (PPP dollar per person per day)","2020","2020","PPP dollar per person per day","4.321","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","764","Thailand","6226","Value","7007","Cost of starchy staples","2017","2017","PPP dollar per person per day","0.896","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","764","Thailand","6226","Value","7008","Cost of animal source foods","2017","2017","PPP dollar per person per day","0.942","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","764","Thailand","6226","Value","7009","Cost of legumes, nuts and seeds","2017","2017","PPP dollar per person per day","0.488","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","764","Thailand","6226","Value","7010","Cost of vegetables","2017","2017","PPP dollar per person per day","0.746","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","764","Thailand","6226","Value","7011","Cost of fruits","2017","2017","PPP dollar per person per day","0.786","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","764","Thailand","6226","Value","7012","Cost of oils and fats","2017","2017","PPP dollar per person per day","0.114","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","764","Thailand","6121","Value","7005","Percentage of the population unable to afford a healthy diet (percent)","2017","2017","%","17.5","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","764","Thailand","6121","Value","7005","Percentage of the population unable to afford a healthy diet (percent)","2018","2018","%","17.9","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","764","Thailand","6121","Value","7005","Percentage of the population unable to afford a healthy diet (percent)","2019","2019","%","16","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","764","Thailand","6121","Value","7005","Percentage of the population unable to afford a healthy diet (percent)","2020","2020","%","17","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","764","Thailand","6132","Value","7006","Number of people unable to afford a healthy diet (million)","2017","2017","million No","12.1","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","764","Thailand","6132","Value","7006","Number of people unable to afford a healthy diet (million)","2018","2018","million No","12.4","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","764","Thailand","6132","Value","7006","Number of people unable to afford a healthy diet (million)","2019","2019","million No","11.1","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","764","Thailand","6132","Value","7006","Number of people unable to afford a healthy diet (million)","2020","2020","million No","11.9","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","780","Trinidad and Tobago","6226","Value","7004","Cost of a healthy diet (PPP dollar per person per day)","2017","2017","PPP dollar per person per day","3.928","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","780","Trinidad and Tobago","6226","Value","7004","Cost of a healthy diet (PPP dollar per person per day)","2018","2018","PPP dollar per person per day","4.028","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","780","Trinidad and Tobago","6226","Value","7004","Cost of a healthy diet (PPP dollar per person per day)","2019","2019","PPP dollar per person per day","4.083","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","780","Trinidad and Tobago","6226","Value","7004","Cost of a healthy diet (PPP dollar per person per day)","2020","2020","PPP dollar per person per day","4.224","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","780","Trinidad and Tobago","6226","Value","7007","Cost of starchy staples","2017","2017","PPP dollar per person per day","0.612","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","780","Trinidad and Tobago","6226","Value","7008","Cost of animal source foods","2017","2017","PPP dollar per person per day","1.047","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","780","Trinidad and Tobago","6226","Value","7009","Cost of legumes, nuts and seeds","2017","2017","PPP dollar per person per day","0.361","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","780","Trinidad and Tobago","6226","Value","7010","Cost of vegetables","2017","2017","PPP dollar per person per day","0.763","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","780","Trinidad and Tobago","6226","Value","7011","Cost of fruits","2017","2017","PPP dollar per person per day","0.979","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","780","Trinidad and Tobago","6226","Value","7012","Cost of oils and fats","2017","2017","PPP dollar per person per day","0.167","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","780","Trinidad and Tobago","6121","Value","7005","Percentage of the population unable to afford a healthy diet (percent)","2017","2017","%","10.7","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","780","Trinidad and Tobago","6121","Value","7005","Percentage of the population unable to afford a healthy diet (percent)","2018","2018","%","10.8","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","780","Trinidad and Tobago","6121","Value","7005","Percentage of the population unable to afford a healthy diet (percent)","2019","2019","%","11","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","780","Trinidad and Tobago","6121","Value","7005","Percentage of the population unable to afford a healthy diet (percent)","2020","2020","%","11.6","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","780","Trinidad and Tobago","6132","Value","7006","Number of people unable to afford a healthy diet (million)","2017","2017","million No","0.1","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","780","Trinidad and Tobago","6132","Value","7006","Number of people unable to afford a healthy diet (million)","2018","2018","million No","0.1","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","780","Trinidad and Tobago","6132","Value","7006","Number of people unable to afford a healthy diet (million)","2019","2019","million No","0.2","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","780","Trinidad and Tobago","6132","Value","7006","Number of people unable to afford a healthy diet (million)","2020","2020","million No","0.2","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","788","Tunisia","6226","Value","7004","Cost of a healthy diet (PPP dollar per person per day)","2017","2017","PPP dollar per person per day","3.476","E","Estimated value"
