"speccode","species","fbname"
12308,"Mesoheros festae","Guayas cichlid"
6464,"Mesopristes argenteus","Silver grunter"
26924,"Mesopristes kneri","Orange-spotted therapon"
11940,"Metynnis maculatus","Spotted metynnis"
61001,"Microchirus azevia", 
8847,"Microchirus boscanion","Lusitanian sole"
4991,"Microchirus ocellatus","Foureyed sole"
4116,"Microcottus sellaris","Brightbelly sculpin"
13722,"Microlepidotus brevipinnis","Humpback grunt"
3569,"Microlepidotus inornatus","Wavyline grunt"
3635,"Micrometrus aurora","Reef perch"
13997,"Micropogonias ectenes","Slender croaker"
13996,"Micropogonias megalops", 
3385,"Micropterus salmoides","Largemouth black bass"
1542,"Microthrissa moeruensis","Lake Mweru sprat"
2061,"Mobula birostris","Giant manta"
25622,"Mobula eregoodootenkee","Longhorned mobula"
9915,"Monodactylus sebae","African moony"
4663,"Monopterus albus","Asian swamp eel"
5337,"Monopterus cuchia","Cuchia"
2394,"Mormyrops anguilloides","Cornish jack"
2397,"Mormyrus rume","Mormyrids"
353,"Morone saxatilis","Striped bass"
4995,"Mugil bananensis","Banana mullet"
13017,"Mugil capurrii","Leaping African mullet"
785,"Mugil cephalus","Flathead grey mullet"
63798,"Mustelus albipinnis","Whitemargin smoothhound"
2538,"Mustelus californicus","Gray smoothhound"
2539,"Mustelus canis","Dusky smooth-hound"
5940,"Mustelus dorsalis","Sharptooth smooth-hound"
5931,"Mustelus griseus","Spotless smooth-hound"
2540,"Mustelus henlei","Brown smooth-hound"
5941,"Mustelus manazo","Starspotted smooth-hound"
5934,"Mustelus mento","Speckled smooth-hound"
5935,"Mustelus palumbes","Whitespotted smooth-hound"
5939,"Mustelus whitneyi","Humpback smooth-hound"
3333,"Mycteroperca jordani","Gulf grouper"
9394,"Mycteroperca prionura","Sawtail grouper"
1251,"Myliobatis freminvillei","Bullnose eagle ray"
2583,"Myliobatis goodei","Southern eagle ray"
4602,"Mylopharyngodon piceus","Black carp"
12977,"Mylossoma duriventre", 
16116,"Mystacoleucus marginatus", 
17425,"Mystacoleucus padangensis", 
9091,"Mystriophis crosnieri", 
62249,"Mystus alasensis", 
5495,"Mystus bleekeri","Day's mystus"
5140,"Mystus cavasius","Gangetic mystus"
5139,"Mystus gulio","Long whiskers catfish"
24731,"Mystus tengara","Tengara catfish"
5137,"Mystus vittatus","Striped dwarf catfish"
10260,"Nandus nandus","Gangetic leaffish"
 ,"Nannobrachium achirus", 
16461,"Narcetes erimelas", 
895,"Nasolamia velox","Whitenose shark"
22973,"Nemacheilus chrysolaimos", 
55196,"Nemadactylus gayi", 
3550,"Nematistius pectoralis","Roosterfish"
9975,"Nematogobius maindroni", 
4565,"Nemipterus hexodon","Ornate threadfin bream"
4566,"Nemipterus marginatus","Red filament threadfin bream"
4558,"Nemipterus nematophorus","Doublewhip threadfin bream"
5844,"Nemipterus tambuloides","Fivelined threadfin bream"
4573,"Neoceratias spinifer","Spiny seadevil"
5465,"Neochelon falcipinnis","Sicklefin mullet"
3906,"Neoepinnula orientalis","Sackfish"
27086,"Neolissochilus soroides", 
3930,"Neomerinthe hemingwayi","Spinycheek scorpionfish"
54884,"Neosalanx tangkahkeii","Chinese icefish"
5521,"Neoscorpis lithophilus","Stone-bream"
4508,"Neotrygon kuhlii","Blue-spotted stingray"
9100,"Nessorhamphus ingolfianus","Duckbill oceanic eel"
11740,"Netuma bilineata","Bronze catfish"
7990,"Notopterus notopterus","Bronze featherback"
2735,"Notoscopelus resplendens","Patchwork lampfish"
23994,"Occella kasawae", 
749,"Odontaspis ferox","Smalltooth sand tiger"
4678,"Odontesthes bonariensis","Argentinian silverside"
50822,"Odontesthes hatcheri", 
12926,"Odontesthes incisa", 
50829,"Odontesthes smitti", 
15416,"Okamejei acutispina","Sharpspine skate"
1945,"Oligoplites altus","Longjaw leatherjacket"
1000,"Oligoplites saliens","Castin leatherjacket"
1001,"Oligoplites saurus","Leatherjacket"
23429,"Oligosarcus jenynsii", 
6535,"Ompok bimaculatus","Butter catfish"
13327,"Ompok pabda","Pabdah catfish"
239,"Oncorhynchus mykiss","Rainbow trout"
244,"Oncorhynchus tshawytscha","Chinook salmon"
12545,"Oneirodes acanthias","Spiny dreamer"
50708,"Ophichthus remiger","Punctuated snake-eel"
12008,"Ophichthus rex","King snake eel"
1482,"Opisthonema berlangai","Galapagos thread herring"
46572,"Opistognathus rhomaleus","Giant jawfish"
8200,"Oplegnathus insignis","Pacific beakfish"
25489,"Oplopomus caninoides","Triplespot goby"
5419,"Opsaridium microcephalum", 
5418,"Opsaridium microlepis","Lake salmon"
50198,"Opsaridium tweddleorum","dwarf sanjika"
758,"Orectolobus maculatus","Spotted wobbegong"
760,"Orectolobus wardi","Northern wobbegong"
2035,"Oreochromis amphimelas","Manyara tilapia"
1387,"Oreochromis aureus","Blue tilapia"
2042,"Oreochromis karongae","Karonga tilapia"
2045,"Oreochromis lidole", 
1396,"Oreochromis macrochir","Longfin tilapia"
3,"Oreochromis mossambicus","Mozambique tilapia"
2,"Oreochromis niloticus","Nile tilapia"
1447,"Oreochromis schwebischi", 
1432,"Oreochromis shiranus","Shire tilapia"
1416,"Oreochromis spilurus","Sabaki tilapia"
2044,"Oreochromis squamipinnis", 
1440,"Oreochromis tanganicae","Tanganyika tilapia"
49596,"Orestias agassizii", 
49616,"Orestias ispi", 
49618,"Orestias luteus", 
49636,"Orestias mulleri", 
49638,"Orestias olivaceus", 
12965,"Orthopristis cantharinus","Sheephead grunt"
13723,"Orthopristis chalceus","Brassy grunt"
498,"Osphronemus goramy","Giant gourami"
13187,"Osteobrama cotio", 
277,"Osteochilus vittatus","Bonylip barb"
6234,"Osteoglossum bicirrhosum","Arawana"
4700,"Osteomugil cunnesius","Longarm mullet"
 ,"Ostracion cubicus", 
16526,"Otophidium chickcharney","Ghost cusk-eel"
10731,"Oxyconger leptognathus","Shorttail pike conger"
47639,"Oxydoras kneri", 
5376,"Oxyeleotris marmorata","Marble goby"
715,"Oxynotus bruniensis","Prickly dogfish"
718,"Oxynotus centrina","Angular roughshark"
5505,"Pachymetopon blochii","Hottentot seabream"
5532,"Pachymetopon grande","Bronze seabream"
5494,"Pachypterus atherinoides","Indian potasi"
12052,"Pachyurus bonariensis","La Plata croaker"
7114,"Pagetopsis macropterus", 
7050,"Pagothenia brachysoma","Stocky rockcod"
14154,"Pangasianodon hypophthalmus","Striped catfish"
14112,"Pangasius bocourti", 
14126,"Pangasius conchophilus", 
14181,"Pangasius krempfi", 
14194,"Pangasius macronema", 
292,"Pangasius pangasius","Pangas catfish"
8310,"Panna microdon","Panna croaker"
5063,"Papyrocranus afer","Reticulate knifefish"
189,"Paracaesio caerulea","Japanese snapper"
9893,"Parachanna africana", 
5467,"Parachanna obscura","African obscure snakehead"
4947,"Parachela oxygastroides","Glass fish"
27043,"Parachela siamensis", 
9918,"Parachelon grandisquamis","Largescaled mullet"
5069,"Paraconger notialis","Guinean conger"
5899,"Paragaleus tengi","Straight-tooth weasel shark"
9372,"Parailia pellucida","Glass schilbid"
14238,"Paralabrax auroguttatus","Goldspotted sand bass"
14239,"Paralabrax loro","Parrot sand bass"
3336,"Paralabrax maculatofasciatus","Spotted sand bass"
3337,"Paralabrax nebulifer","Barred sand bass"
13918,"Paraletharchus pacificus","Pacific sailfin eel"
10573,"Paralichthys adspersus","Fine flounder"
14125,"Paralichthys brasiliensis","Brazilian flounder"
55125,"Paralichthys fernandezianus", 
26369,"Paralichthys orbignyanus", 
25142,"Parambassis baculis","Himalayan glassy perchlet"
10130,"Parambassis ranga","Indian glassy fish"
16235,"Parambassis wolffii","Duskyfin glassy perchlet"
8311,"Paranibea semiluctuosa","Half-mourning croaker"
7051,"Paranotothenia magellanica","Magellanic rockcod"
195,"Parapristipomoides squamimaxillaris","Scalemouth jobfish"
5856,"Parascolopsis aspinosa","Smooth dwarf monocle bream"
5859,"Parascolopsis townsendi","Scaly dwarf monocle bream"
9278,"Parauchenoglanis punctatus", 
8917,"Pardachirus marmoratus","Finless sole"
1037,"Parexocoetus brachypterus","Sailfin flyingfish"
830,"Parmaturus campechiensis","Campeche catshark"
832,"Parmaturus pilosus","Salamander shark"
8203,"Pastinachus sephen","Cowtail stingray"
12589,"Pateobatis jenkinsii","Jenkins whipray"
1762,"Pegusa impar","Adriatic sole"
8909,"Pelmatolapia cabrae", 
2489,"Pelmatolapia mariae","Spotted tilapia"
5872,"Pentapodus setosus","Butterfly whiptail"
359,"Perca flavescens","American yellow perch"
358,"Perca fluviatilis","European perch"
12129,"Percichthys trucha","Creole perch"
13563,"Perissias taeniopterus","Striped-fin flounder"
1746,"Peristedion cataphractum","African armoured searobin"
26819,"Petenia splendida","Bay snook"
4815,"Pethia ticto","Ticto barb"
16143,"Phalacronotus apogon", 
23103,"Phalacronotus parvanalis", 
47865,"Pholidichthys anguis", 
28217,"Physiculus fulvus","Hakeling"
5808,"Piaractus brachypomus","Pirapitinga"
55383,"Piaractus mesopotamicus","Pacu"
23450,"Pimelodus albicans", 
23451,"Pimelodus maculatus", 
8688,"Pinirampus pirinampu","Flatwhiskered catfish"
9097,"Pisodonophis semicinctus","Saddled snake eel"
4310,"Plagioscion squamosissimus","South American silver croaker"
56999,"Plagioscion ternetzi","Freshwater croaker"
4816,"Planiliza macrolepis","Largescale mullet"
 ,"Planiliza melinopterus", 
4819,"Planiliza subviridis","Greenback mullet"
4873,"Platycephalus bassensis","Southern sand flathead"
14299,"Plectorhinchus ceylonensis","Sri Lanka sweetlips"
1286,"Plicofollis tonggol","Roughback sea catfish"
8167,"Plotosus canius","Gray eel-catfish"
4680,"Poecilia sphenops","Molly"
5222,"Pollimyrus isidori","Elephant Fish"
11035,"Pollimyrus stappersii", 
1112,"Polydactylus virginicus","Barbu"
174,"Polyodon spathula","Mississippi paddlefish"
2385,"Polypterus endlicherii","Saddled bichir"
5024,"Polypterus senegalus","Gray bichir"
5533,"Polysteganus praeorbitalis","Scotsman seabream"
27316,"Pomadasys aheneus","Yellowback grunt"
5126,"Pomadasys commersonnii","Smallspotted grunter"
7707,"Pomadasys furcatus","Banded grunter"
9911,"Pomadasys perotaei","Parrot grunt"
3388,"Pomoxis nigromaculatus","Black crappie"
835,"Poroderma africanum","Striped catshark"
837,"Poroderma pantherinum","Leopard catshark"
9984,"Porogobius schlegelii", 
25648,"Potamorhina altamazonica", 
25649,"Potamorhina latior", 
4651,"Priacanthus tayenus","Purple-spotted bigeye"
1245,"Prionotus punctatus","Bluewing searobin"
210,"Pristipomoides typus","Sharptooth jobfish"
2546,"Pristis microdon","Largetooth sawfish"
8940,"Pristis pristis","Common sawfish"
7956,"Pristis zijsron","Longcomb sawfish"
10318,"Pristolepis fasciata","Malayan leaffish"
5422,"Probarbus jullieni","Isok barb"
13056,"Prochilodus lineatus","Streaked prochilod"
26150,"Prochilodus magdalenae", 
11894,"Prochilodus nigricans","Black prochilodus"
12263,"Prognathodes dichrous","Bicolor butterflyfish"
47396,"Protemblemaria bicirrus","Warthead blenny"
2112,"Protomelas kirkii", 
2116,"Protomelas similis", 
8734,"Protopterus aethiopicus","Marbled lungfish"
8736,"Protopterus dolloi","Slender lungfish"
25651,"Psectrogaster amazonica", 
25652,"Psectrogaster rutiloides", 
3925,"Psenes cyanophrys","Freckled driftfish"
7979,"Pseudalutarius nasicornis","Rhinoceros leatherjacket"
16333,"Pseudaphya ferreri","Ferrer's goby"
 ,"Pseudobatos glaucostigmus", 
2549,"Pseudobatos productus","Shovelnose guitarfish"
1948,"Pseudocaranx chilensis","Juan Fernandez trevally"
26181,"Pseudochromis aldabraensis","Orange dottyback"
6891,"Pseudocrenilabrus philander","Southern mouthbrooder"
7123,"Pseudomancopsetta andriashevi","Pigmy flounder"
58260,"Pseudopimelodus mangurus", 
8674,"Pseudoplatystoma corruscans","Spotted sorubim"
6410,"Pseudoplatystoma fasciatum","Barred sorubim"
68633,"Pseudoplatystoma punctifer", 
66249,"Pseudoplatystoma reticulatum", 
8695,"Pseudoplatystoma tigrinum","Tiger sorubim"
1325,"Pseudorhombus arsius","Largetooth flounder"
10200,"Pseudotolithus epipercus","Guinea croaker"
5010,"Pseudotolithus moorii","Cameroon croaker"
3592,"Pseudupeneus grandisquamis","Bigscale goatfish"
10709,"Psychrolutes macrocephalus", 
12109,"Pterodoras granulosus","Granulated catfish"
2576,"Pteroplatytrygon violacea","Pelagic stingray"
8393,"Pterotolithus maculatus","Blotched tiger-toothed croaker"
12218,"Pterygoplichthys anisitsi","Snow pleco"
51938,"Pterygoplichthys disjunctivus","Vermiculated sailfin catfish"
16203,"Puntioplites proctozystron", 
13635,"Puntius bimaculatus","Redside barb"
10796,"Puntius chola","Swamp barb"
24159,"Puntius puntio","Puntio barb"
10137,"Puntius sophore","Pool barb"
68203,"Puntius stigma", 
4501,"Pygocentrus nattereri","Red piranha"
3051,"Pylodictis olivaris","Flathead catfish"
24435,"Rabaulichthys altipinnis","Sailfin anthias"
28130,"Raja pita","Pita skate"
9283,"Raja polystigma","Speckled ray"
8929,"Raja radula","Rough ray"
54445,"Rajella barnardi","Bigthorn skate"
 ,"Rajella leoparda", 
54118,"Rajella sadowskii","Brazilian skate"
5169,"Rasbora argyrotaenia","Silver rasbora"
22639,"Rasbora tawarensis", 
22832,"Rasbora tornieri","Yellowtail rasbora"
281,"Rastrineobola argentea","Silver cyprinid"
7697,"Rexea prometheoides","Royal escolar"
5747,"Rhabdamia gracilis","Luminous cardinalfish"
5535,"Rhabdosargus holubi","Cape stumpnose"
23351,"Rhamdia quelen","South American catfish"
2303,"Rhamphochromis ferox", 
2297,"Rhamphochromis longiceps","Tigerfish"
 ,"Rhina ancylostoma", 
8825,"Rhinobatos albomaculatus","Whitespotted guitarfish"
5016,"Rhinobatos rhinobatos","Common guitarfish"
 ,"Rhinoptera adspersa", 
8976,"Rhinoptera marginata","Lusitanian cownose ray"
899,"Rhizoprionodon acutus","Milk shark"
901,"Rhizoprionodon longurio","Pacific sharpnose shark"
50857,"Rioraja agassizii","Rio skate"
4884,"Rita rita","Rita"
3616,"Rocio octofasciata","Jack Dempsey"
3588,"Roncador stearnsii","Spotfin croaker"
7613,"Rostroraja alba","White skate"
8416,"Rutilus frisii","Kutum"
272,"Rutilus rutilus","Roach"
56329,"Salminus brasiliensis","Dorado"
238,"Salmo trutta","Sea trout"
15775,"Salmostoma bacaila","Large razorbelly minnow"
24284,"Salmostoma phulo","Finescale razorbelly minnow"
246,"Salvelinus fontinalis","Brook trout"
248,"Salvelinus namaycush","Lake trout"
360,"Sander lucioperca","Pike-perch"
3516,"Sander vitreus","Walleye"
112,"Sarda australis","Australian bonito"
1504,"Sardinella brachysoma","Deepbody sardinella"
1513,"Sardinella melanura","Blacktip sardinella"
1514,"Sardinella neglecta","East African sardinella"
1412,"Sarotherodon melanotheron","Blackchin tilapia"
4170,"Sarritor frenatus","Sawback poacher"
2951,"Scardinius erythrophthalmus","Rudd"
26371,"Schedophilus velaini","Violet warehou"
9385,"Schilbe grenfelli", 
12914,"Schilbe intermedius","Silver catfish"
2447,"Schilbe mystus","African butter catfish"
24454,"Schizopyge niger","Alghad snowtrout"
24427,"Schizothorax curvifrons","Sattar snowtrout"
24430,"Schizothorax esocinus","Chirruh snowtrout"
54512,"Schizothorax plagiostomus", 
13244,"Schizothorax progastus","Dinnawah snowtrout"
53708,"Sciaena deliciosa","Lorna drum"
906,"Scoliodon laticaudus","Spadenose shark"
1952,"Scomberoides tala","Barred queenfish"
132,"Scomberomorus plurilineatus","Kanadi kingfish"
133,"Scomberomorus queenslandicus","Queensland school mackerel"
16630,"Scopelarchus analis","Short fin pearleye"
5019,"Scorpaena angolensis","Angola rockfish"
5021,"Scorpaena elongata","Slender rockfish"
3943,"Scorpaena guttata","California scorpionfish"
10185,"Scorpaena maderensis","Madeira rockfish"
8333,"Scorpaena mystes", 
5027,"Scorpaena stephanica","Spotted-fin rockfish"
4915,"Scorpaenodes parvipinnis","Lowfin scorpionfish"
56288,"Scorpis chilensis", 
843,"Scyliorhinus besnardi","Polkadot catshark"
698,"Scymnodalatias sherwoodi","Sherwood dogfish"
700,"Scymnodon ringens","Knifetooth dogfish"
3949,"Sebastes aleutianus","Rougheye rockfish"
3951,"Sebastes auriculatus","Brown rockfish"
3955,"Sebastes brevispinis","Silvergray rockfish"
4002,"Sebastes serranoides","Olive rockfish"
4010,"Sebastolobus altivelis","Longspine thornyhead"
1957,"Selene orstedii","Mexican moonfish"
1958,"Selene peruviana","Peruvian moonfish"
1959,"Seriola carpenteri","Guinean amberjack"
13020,"Seriolella violacea","Palm ruff"
14418,"Serranus atricauda","Blacktail comber"
14419,"Serranus hepatus","Brown comber"
3348,"Serranus subligarius","Belted sandfish"
610,"Setipinna phasa","Gangetic hairfin anchovy"
54507,"Sicyases sanguineus", 
27112,"Sikukia gudgeri", 
7925,"Sillago maculata","Trumpeter whiting"
289,"Silurus glanis","Wels catfish"
15329,"Solivomer arenidens", 
138,"Somniosus microcephalus","Greenland shark"
704,"Somniosus rostratus","Little sleeper shark"
12144,"Sorubim lima","Duckbill catfish"
5496,"Sperata aor","Long-whiskered catfish"
10111,"Sperata seenghala","Giant river-catfish"
50097,"Sphoeroides andersonianus", 
909,"Sphyrna corona","Scalloped bonnethead"
914,"Sphyrna mokarran","Great hammerhead"
915,"Sphyrna tiburo","Bonnethead"
5105,"Spicara alta","Bigeye picarel"
5079,"Spicara melanurus","Blackspot picarel"
24086,"Spiniraja whitleyi","Melbourne skate"
5536,"Spondyliosoma emarginatum","Steentjie seabream"
1558,"Spratellomorpha bianalis","Two-finned round herring"
705,"Squaliolus laticaudus","Spined pygmy shark"
4482,"Squalius cephalus","Chub"
708,"Squalus blainville","Longnose spurdog"
711,"Squalus megalops","Shortnose spurdog"
713,"Squalus mitsukurii","Shortspine spurdog"
725,"Squatina aculeata","Sawback angelshark"
55066,"Squatina armata", 
729,"Squatina californica","Pacific angelshark"
53932,"Squatina guggenheim","Angular angel shark"
14087,"Stellifer minor","Minor stardrum"
2737,"Stenobrachius leucopsarus","Northern lampfish"
2692,"Stenodus leucichthys","Sheefish"
565,"Stolephorus chinensis","China anchovy"
1549,"Stolothrissa tanganicae","Lake Tanganyika sprat"
 ,"Stomias boa boa", 
26365,"Stromateus stellatus","Starry butterfish"
3162,"Strongylura exilis","Californian needlefish"
1315,"Strongylura leiura","Banded needlefish"
9023,"Strongylura senegalensis","Senegal needlefish"
975,"Strongylura timucu","Timucu"
761,"Sutorectus tentaculatus","Cobbler wobbegong"
4232,"Syacium micrurum","Channel flounder"
4233,"Syacium papillosum","Dusky flounder"
1737,"Symbolophorus veranyi","Large-scale lantern fish"
1791,"Symphodus cinereus","Grey wrasse"
22498,"Symphodus trutta","Emerald wrasse"
11186,"Symphysodon discus","Red discus"
54032,"Sympterygia acuta","Bignose fanskate"
54031,"Sympterygia bonapartii","Smallnose fanskate"
54034,"Sympterygia brevicaudata","Shorttail fanskate"
9104,"Synaphobranchus kaupii","Kaup's arrowtooth eel"
8853,"Synaptura cadenati","Guinean sole"
1763,"Synapturichthys kleinii","Klein's sole"
5319,"Synbranchus marmoratus","Marbled swamp eel"
1769,"Syngnathus abaster","Black-striped pipefish"
25963,"Syngnathus tenuirostris","Narrow-snouted pipefish"
9531,"Synodontis acanthomias", 
5384,"Synodontis njassae","Malawi squeaker"
2458,"Synodontis schall","Wahrindi"
2721,"Synodus lucioceps","California lizardfish"
13197,"Systomus sarana","Olive barb"
50980,"Tachysurus dumerili","Chinese longsnout catfish"
8969,"Taeniura grabata","Round stingray"
6482,"Taeniurops meyeni","Round ribbontail ray"
10456,"Taractes rubescens","Pomfret"
3560,"Taractichthys longipinnis","Big-scale pomfret"
11269,"Tathicarpus butleri","Butler's frogfish"
1596,"Tenualosa ilisha","Hilsa shad"
1597,"Tenualosa macrura","Longtail shad"
